firstName,lastName,email,username,amount,type,country
Michael,Smith,jane.williams@gmail.com,emily23,91.82,T0006,TL
David,Smith,emily.williams@hotmail.com,michael819,925.59,T1201,KP
Jane,Smith,david.smith@yahoo.com,david628,277.74,T2103,LB
John,Garcia,john.johnson@gmail.com,sarah792,188.64,T2103,ZA
John,Johnson,sarah.smith@gmail.com,michael538,54.64,T0800,SB
Sarah,Garcia,john.garcia@yahoo.com,sarah650,938.01,T0003,RO
Jane,Brown,jane.johnson@hotmail.com,david315,961.3,T1107,PT
John,Smith,emily.johnson@gmail.com,emily56,373.97,T2103,HK
David,Williams,sarah.williams@yahoo.com,sarah263,376.61,T2103,GY
John,Smith,jane.smith@yahoo.com,michael867,561.41,T1107,NG
Michael,Brown,emily.garcia@yahoo.com,emily95,711.09,T0006,SI
David,Smith,john.smith@gmail.com,sarah41,62.11,T2103,SS
John,Jones,john.jones@gmail.com,john292,392.17,T1201,NZ
Emily,Jones,michael.garcia@hotmail.com,sarah875,449.66,T0800,CY
Jane,Garcia,sarah.jones@hotmail.com,emily503,957.51,T1201,NA
David,Brown,sarah.garcia@gmail.com,david905,517.85,T2103,SR
John,Smith,david.johnson@yahoo.com,emily285,334.43,T1107,TZ
Emily,Johnson,emily.williams@yahoo.com,sarah345,928.01,T0800,AX
John,Brown,emily.garcia@yahoo.com,john892,570.87,T0800,HK
Jane,Williams,jane.williams@gmail.com,michael604,270.93,T0006,TM
Jane,Jones,michael.williams@gmail.com,john325,203.73,T1107,LB
John,Jones,sarah.johnson@gmail.com,michael525,142.43,T1107,TF
David,Garcia,sarah.garcia@hotmail.com,jane842,395.24,T0006,SS
David,Williams,michael.williams@yahoo.com,sarah195,319.94,T0006,ST
Michael,Williams,sarah.brown@gmail.com,john931,212.99,T1201,PH
Jane,Garcia,john.smith@hotmail.com,jane857,951.31,T1107,KW
Sarah,Smith,david.johnson@gmail.com,john429,981.24,T0006,KR
Sarah,Johnson,david.williams@yahoo.com,emily934,214.91,T1107,SB
David,Brown,emily.williams@yahoo.com,david457,351,T1107,VE
David,Garcia,sarah.jones@yahoo.com,david995,371.91,T1201,GL
David,Johnson,david.johnson@gmail.com,david354,831.04,T0006,IL
Emily,Williams,sarah.johnson@gmail.com,john987,543.41,T2103,AX
Michael,Smith,david.garcia@gmail.com,michael565,490.89,T1201,ML
David,Brown,michael.garcia@gmail.com,sarah735,194.55,T2103,AO
Jane,Smith,sarah.jones@gmail.com,david36,624.54,T2103,NG
Sarah,Brown,john.jones@gmail.com,michael623,223.94,T0800,LV
Emily,Johnson,john.garcia@yahoo.com,david111,870.6,T0003,AG
Emily,Johnson,jane.johnson@gmail.com,john758,710.27,T2103,ST
John,Jones,sarah.williams@gmail.com,emily300,133.98,T0006,PG
Jane,Jones,michael.jones@gmail.com,jane132,403.13,T0800,GW
John,Jones,emily.williams@yahoo.com,john740,58.95,T0006,TR
Jane,Johnson,john.jones@hotmail.com,emily671,923.58,T0006,UG
John,Garcia,jane.smith@gmail.com,john626,31.38,T1107,HT
Michael,Jones,jane.johnson@yahoo.com,michael626,353.79,T0003,MZ
Jane,Garcia,sarah.garcia@gmail.com,david3,373.95,T0800,TD
Emily,Jones,jane.williams@hotmail.com,david815,329.08,T2103,DO
Jane,Brown,john.garcia@hotmail.com,sarah951,454.25,T1107,PY
John,Jones,john.garcia@yahoo.com,john400,267.08,T0006,GE
John,Garcia,john.garcia@gmail.com,john748,999.79,T0006,KR
Emily,Smith,david.williams@gmail.com,sarah693,621.53,T1107,TW
Sarah,Johnson,jane.jones@gmail.com,michael800,596.25,T1107,PG
David,Garcia,sarah.johnson@gmail.com,jane245,468.57,T0800,BD
Sarah,Jones,michael.garcia@gmail.com,jane829,178.22,T1107,MT
Jane,Johnson,jane.brown@gmail.com,jane576,57.44,T2103,KH
Emily,Jones,sarah.williams@hotmail.com,david911,895.48,T1107,AF
Sarah,Jones,emily.williams@yahoo.com,emily532,528.86,T1201,TL
Emily,Williams,david.johnson@gmail.com,john25,531.31,T1107,EH
Emily,Garcia,emily.jones@hotmail.com,john63,414.56,T2103,WS
Sarah,Brown,emily.brown@gmail.com,emily127,319.86,T0006,TD
Sarah,Brown,david.smith@yahoo.com,john758,631.65,T0003,NL
David,Smith,jane.smith@hotmail.com,david976,9.28,T0006,MG
Emily,Garcia,sarah.williams@yahoo.com,david900,643.18,T1201,TR
Sarah,Jones,michael.jones@hotmail.com,john42,755.68,T0006,DZ
John,Brown,emily.smith@gmail.com,david85,281.74,T0006,KZ
Michael,Johnson,david.johnson@gmail.com,sarah11,970.23,T0006,AG
John,Jones,john.brown@yahoo.com,sarah112,905.74,T0003,MP
Jane,Smith,jane.williams@yahoo.com,david935,133.86,T1107,QA
Emily,Williams,emily.smith@hotmail.com,sarah859,934.12,T1107,WS
Emily,Williams,sarah.johnson@hotmail.com,sarah490,357.74,T0006,KP
Sarah,Garcia,jane.johnson@gmail.com,john923,881.62,T0003,UG
John,Williams,michael.smith@hotmail.com,john161,735.57,T1107,SI
John,Brown,john.jones@yahoo.com,david437,493.58,T1107,SK
John,Johnson,sarah.garcia@hotmail.com,michael645,98.59,T2103,BL
Jane,Smith,michael.brown@gmail.com,michael844,110.41,T0800,MY
Emily,Garcia,john.smith@yahoo.com,jane260,886.92,T0003,IE
Michael,Williams,john.smith@yahoo.com,john769,744.57,T0003,ER
Michael,Smith,john.jones@gmail.com,michael257,999.01,T0800,MQ
Jane,Brown,john.williams@yahoo.com,jane184,741.18,T0800,CZ
Jane,Brown,sarah.smith@yahoo.com,sarah200,185.77,T0800,SE
David,Williams,michael.brown@gmail.com,sarah912,798.35,T1107,HM
Michael,Williams,john.williams@yahoo.com,emily928,933.52,T0800,PE
Michael,Jones,david.smith@gmail.com,jane519,686,T0003,IS
Jane,Brown,michael.brown@yahoo.com,jane325,380.25,T2103,BQ
Michael,Brown,michael.williams@yahoo.com,jane480,216.6,T0003,SN
Sarah,Garcia,jane.brown@yahoo.com,emily944,868.64,T0003,MT
Michael,Williams,jane.smith@yahoo.com,jane840,866.48,T0800,CA
David,Brown,david.williams@yahoo.com,david84,586.1,T2103,TJ
David,Smith,john.brown@yahoo.com,emily719,115.12,T1201,TF
John,Williams,sarah.smith@gmail.com,john321,101.95,T1201,KY
Sarah,Garcia,david.brown@yahoo.com,john558,713.51,T0006,NI
Emily,Williams,emily.smith@hotmail.com,jane636,277.28,T0006,CA
David,Brown,david.jones@gmail.com,michael88,684.21,T0006,RO
Sarah,Smith,john.garcia@gmail.com,michael451,451.76,T0800,AR
John,Johnson,michael.johnson@gmail.com,michael110,423.62,T1107,KM
Sarah,Brown,david.johnson@gmail.com,john657,61.51,T2103,NU
Michael,Jones,michael.williams@yahoo.com,john653,660.5,T2103,IT
David,Garcia,michael.brown@yahoo.com,david84,470.55,T0003,AD
John,Brown,john.jones@hotmail.com,jane105,504.26,T0003,ML
Sarah,Jones,john.garcia@hotmail.com,john967,623.56,T0800,IQ
Sarah,Jones,michael.brown@hotmail.com,emily774,314.54,T2103,AM
Jane,Johnson,michael.brown@hotmail.com,john675,96.12,T0800,BO
Michael,Brown,sarah.brown@yahoo.com,jane148,659.59,T0800,GW
David,Williams,david.jones@hotmail.com,david854,483.84,T1201,CC
Michael,Williams,michael.brown@gmail.com,sarah941,471.26,T0006,NR
David,Brown,emily.williams@hotmail.com,david343,570.77,T2103,AS
Emily,Brown,michael.williams@gmail.com,john509,377.04,T0800,TM
Emily,Smith,emily.garcia@yahoo.com,david774,999.83,T0006,AU
Emily,Jones,john.johnson@gmail.com,sarah803,784.32,T1201,TK
Emily,Williams,emily.johnson@yahoo.com,emily55,2.39,T1107,GQ
Jane,Johnson,jane.garcia@hotmail.com,jane99,584.73,T1107,AE
Michael,Jones,emily.williams@yahoo.com,david844,269.69,T0800,JE
Sarah,Garcia,david.garcia@yahoo.com,sarah855,508.15,T0800,SC
Emily,Jones,sarah.smith@hotmail.com,david672,466.43,T1107,BT
Sarah,Smith,emily.jones@gmail.com,sarah809,110.91,T0800,RU
Jane,Jones,jane.williams@hotmail.com,john473,263.29,T1201,CO
John,Brown,david.smith@yahoo.com,john929,939.3,T1201,SB
Michael,Brown,david.johnson@hotmail.com,sarah101,232.39,T0800,GU
Jane,Johnson,jane.smith@yahoo.com,jane614,828.69,T2103,BT
Jane,Jones,emily.jones@hotmail.com,sarah828,445.95,T0800,GF
John,Garcia,michael.williams@gmail.com,john220,167.49,T0003,GY
Sarah,Brown,jane.williams@yahoo.com,david912,579.4,T0800,CF
David,Brown,sarah.garcia@yahoo.com,jane999,196.12,T1107,NO
Jane,Garcia,jane.williams@hotmail.com,jane653,751.47,T0800,GS
David,Johnson,michael.johnson@yahoo.com,sarah619,70.2,T1201,ML
Michael,Garcia,sarah.brown@hotmail.com,emily690,137.53,T1107,ML
Michael,Williams,emily.johnson@yahoo.com,jane297,690.37,T1201,BA
Sarah,Brown,emily.garcia@gmail.com,john751,817.25,T2103,KH
John,Jones,john.garcia@yahoo.com,jane425,542.42,T0003,AF
Emily,Jones,emily.brown@gmail.com,sarah792,839.77,T0006,TV
Jane,Smith,emily.garcia@gmail.com,david337,466.19,T0006,VC
David,Smith,david.jones@gmail.com,sarah528,873.64,T2103,JP
Michael,Brown,john.brown@yahoo.com,sarah848,659.1,T0800,TG
John,Smith,emily.jones@yahoo.com,emily420,708.14,T1201,CU
John,Williams,john.johnson@yahoo.com,sarah15,518.97,T0006,VA
Michael,Brown,john.williams@yahoo.com,john8,384.08,T2103,LY
Emily,Brown,michael.jones@gmail.com,david732,691.66,T0800,AG
David,Garcia,sarah.garcia@yahoo.com,david683,38.5,T1107,TZ
David,Jones,jane.garcia@hotmail.com,sarah567,977.28,T1107,SK
David,Johnson,jane.williams@gmail.com,sarah503,34.84,T2103,MK
Jane,Johnson,jane.jones@gmail.com,sarah950,626.35,T1201,AZ
John,Brown,jane.jones@hotmail.com,sarah685,66.6,T0800,AO
Sarah,Brown,john.williams@yahoo.com,jane173,557.88,T2103,FI
Jane,Brown,jane.brown@gmail.com,emily594,199.55,T1107,BA
Emily,Jones,david.johnson@gmail.com,sarah335,412.98,T0003,TF
Michael,Jones,david.johnson@hotmail.com,jane90,594.56,T1201,RS
Michael,Garcia,jane.brown@yahoo.com,john247,509.78,T0003,BT
Jane,Smith,michael.jones@gmail.com,john190,107.24,T1107,TH
Sarah,Johnson,john.johnson@yahoo.com,michael7,597.27,T0800,HN
Sarah,Garcia,sarah.johnson@hotmail.com,emily530,670.2,T1107,PN
John,Jones,david.williams@hotmail.com,sarah350,120.63,T0800,RW
Jane,Garcia,michael.brown@yahoo.com,emily952,854.54,T2103,KY
Michael,Johnson,john.williams@gmail.com,michael354,808.44,T0003,EG
Jane,Brown,emily.johnson@gmail.com,david485,504.65,T0003,AM
David,Smith,david.jones@gmail.com,sarah811,452.83,T2103,SC
Michael,Smith,jane.jones@gmail.com,michael668,657.81,T0006,SM
Michael,Smith,sarah.johnson@hotmail.com,michael778,465.99,T0003,HU
Sarah,Smith,emily.williams@hotmail.com,sarah684,986.09,T0003,HK
Jane,Johnson,emily.smith@yahoo.com,emily44,900.88,T0006,CY
David,Jones,michael.jones@gmail.com,john479,253.92,T0003,BY
John,Johnson,michael.johnson@hotmail.com,sarah424,806.13,T0800,NR
John,Smith,jane.williams@hotmail.com,david779,466.88,T0800,GS
John,Brown,jane.garcia@yahoo.com,emily708,105.49,T0006,BT
Jane,Garcia,sarah.smith@yahoo.com,jane101,745.48,T2103,SG
Emily,Johnson,jane.jones@gmail.com,david812,144.68,T0003,GR
John,Brown,michael.smith@yahoo.com,jane474,332.48,T1201,GU
Jane,Garcia,michael.johnson@gmail.com,michael607,948.65,T1201,PR
John,Jones,sarah.johnson@gmail.com,sarah450,752.29,T0006,NL
Jane,Smith,emily.williams@hotmail.com,emily735,320.48,T2103,RO
Emily,Garcia,david.smith@hotmail.com,emily27,647.69,T2103,WS
David,Garcia,jane.williams@yahoo.com,david818,356.23,T0800,DO
Sarah,Johnson,david.garcia@yahoo.com,jane493,532.94,T1201,BD
David,Garcia,jane.brown@gmail.com,david858,477.31,T1201,MK
Jane,Garcia,emily.smith@gmail.com,michael353,955.44,T2103,ER
David,Smith,jane.jones@hotmail.com,jane156,174.97,T0003,KY
Michael,Smith,jane.brown@gmail.com,jane640,151.43,T0006,NU
Emily,Jones,emily.johnson@yahoo.com,john48,796.5,T1201,CC
Emily,Garcia,emily.brown@gmail.com,jane885,727.84,T0003,VE
Michael,Brown,david.williams@yahoo.com,jane778,662.44,T0003,TW
David,Johnson,john.brown@hotmail.com,david809,33.75,T0006,LI
David,Brown,emily.williams@hotmail.com,david501,491.99,T0800,BG
John,Williams,david.brown@yahoo.com,david179,807.3,T0003,TM
David,Brown,emily.garcia@hotmail.com,jane878,624.42,T1107,UY
Emily,Williams,sarah.jones@gmail.com,emily883,363.87,T0800,RE
Emily,Smith,michael.johnson@hotmail.com,michael71,285.22,T1201,SJ
Jane,Jones,sarah.jones@hotmail.com,michael97,489.43,T0006,EH
Emily,Brown,sarah.brown@yahoo.com,jane88,616.66,T0003,MD
John,Williams,jane.smith@yahoo.com,emily453,891.36,T2103,AL
David,Johnson,john.garcia@gmail.com,john783,902.89,T2103,GB
Sarah,Jones,sarah.garcia@yahoo.com,michael519,289.36,T2103,PF
Emily,Garcia,david.garcia@hotmail.com,john856,423.02,T1201,IO
David,Smith,david.jones@gmail.com,sarah876,595.74,T0003,PL
Sarah,Brown,john.jones@hotmail.com,david693,824.55,T0800,VG
Emily,Jones,emily.johnson@gmail.com,jane483,720.11,T0003,IS
Michael,Garcia,jane.brown@gmail.com,jane508,924.34,T1107,ID
David,Smith,sarah.jones@yahoo.com,jane524,790.01,T2103,SC
Jane,Brown,david.johnson@hotmail.com,john639,395.36,T1201,MK
John,Williams,john.smith@gmail.com,sarah954,339.22,T0003,PA
Sarah,Johnson,jane.smith@hotmail.com,david284,404.65,T0800,CV
David,Williams,emily.williams@yahoo.com,jane920,780.62,T0006,JO
Emily,Smith,david.brown@yahoo.com,sarah638,115.92,T0800,BM
Jane,Johnson,john.jones@hotmail.com,john673,674.67,T1201,KW
Sarah,Garcia,michael.williams@gmail.com,david176,131.19,T2103,TF
John,Brown,michael.williams@gmail.com,emily617,787.41,T0003,MA
Emily,Brown,jane.jones@hotmail.com,john59,823.38,T0006,YT
Jane,Smith,michael.garcia@hotmail.com,jane270,894.41,T1107,TM
Jane,Smith,david.johnson@yahoo.com,jane754,774.84,T0800,IT
Michael,Smith,jane.johnson@gmail.com,sarah906,448.45,T0800,MR
John,Garcia,jane.brown@hotmail.com,michael211,58.57,T2103,SY
Jane,Smith,michael.johnson@hotmail.com,sarah307,839.41,T0006,LS
Sarah,Smith,jane.jones@gmail.com,jane870,278.27,T0003,BJ
John,Jones,john.smith@hotmail.com,michael527,143.04,T0800,AE
David,Johnson,michael.williams@hotmail.com,jane352,697.28,T0006,HN
Michael,Williams,michael.williams@gmail.com,michael739,997.19,T1107,MA
John,Williams,sarah.williams@yahoo.com,john870,369.32,T0800,HN
David,Brown,michael.johnson@hotmail.com,sarah206,612.5,T0006,AT
Emily,Garcia,sarah.jones@hotmail.com,michael85,773.1,T0003,CX
Emily,Brown,john.jones@hotmail.com,david46,602.44,T2103,TR
Jane,Jones,jane.jones@hotmail.com,john725,5.83,T0800,KR
John,Garcia,john.smith@hotmail.com,sarah656,243.09,T0006,HR
Jane,Williams,john.garcia@gmail.com,jane201,628.36,T1201,JO
Sarah,Williams,michael.williams@gmail.com,david729,322.42,T0006,TO
John,Williams,david.jones@hotmail.com,jane198,561.57,T0003,BH
David,Smith,david.jones@yahoo.com,jane853,658.45,T0003,PN
Emily,Smith,sarah.jones@hotmail.com,michael412,341.82,T0800,EG
Emily,Williams,michael.garcia@yahoo.com,david848,23.33,T0003,PL
David,Jones,david.smith@yahoo.com,michael500,631.23,T2103,RW
Michael,Williams,david.garcia@gmail.com,john471,622.15,T1107,YE
Jane,Brown,john.johnson@gmail.com,sarah613,681.65,T0003,MW
David,Johnson,sarah.johnson@gmail.com,john28,435.47,T2103,IN
Michael,Brown,john.jones@hotmail.com,jane702,130.92,T1107,ID
Michael,Williams,john.jones@yahoo.com,sarah26,497.68,T0006,GY
Jane,Brown,jane.johnson@yahoo.com,david510,131.01,T0003,EE
Sarah,Brown,sarah.garcia@gmail.com,david839,671.23,T0006,KE
Michael,Garcia,david.garcia@yahoo.com,emily209,430.99,T0003,LV
Emily,Jones,jane.johnson@gmail.com,michael803,689.87,T0003,PR
Michael,Brown,jane.brown@yahoo.com,sarah506,30.62,T0003,AS
John,Brown,sarah.smith@hotmail.com,david290,536.48,T0003,ES
Jane,Garcia,john.brown@gmail.com,david539,769.98,T0003,TN
John,Smith,sarah.smith@yahoo.com,david241,196.12,T1107,CL
David,Smith,sarah.williams@gmail.com,emily326,75.51,T1201,SK
Emily,Jones,jane.smith@hotmail.com,john297,656.07,T1107,NZ
John,Johnson,emily.johnson@gmail.com,john407,694.11,T2103,LK
Sarah,Jones,sarah.jones@hotmail.com,david415,950.92,T2103,MH
Jane,Jones,john.johnson@hotmail.com,jane624,988.06,T0006,IR
Sarah,Williams,john.smith@gmail.com,emily101,308.68,T2103,UM
John,Brown,sarah.garcia@hotmail.com,jane735,461.51,T2103,AX
John,Jones,emily.brown@hotmail.com,sarah686,35.05,T1107,KZ
David,Jones,michael.garcia@yahoo.com,jane11,238.94,T0003,IQ
Sarah,Brown,emily.johnson@yahoo.com,jane238,313.63,T1107,MA
Jane,Brown,emily.garcia@gmail.com,jane853,524.45,T0800,CA
Jane,Brown,jane.garcia@yahoo.com,jane914,109.82,T0006,UZ
Emily,Johnson,michael.smith@gmail.com,john456,341.28,T1201,LB
Michael,Brown,jane.smith@gmail.com,michael740,270.17,T0003,KM
Emily,Jones,emily.jones@gmail.com,emily151,548.14,T0006,CO
Jane,Garcia,john.johnson@yahoo.com,jane846,199.7,T0800,JM
Emily,Garcia,emily.smith@hotmail.com,michael168,161.76,T1201,BG
John,Garcia,michael.johnson@yahoo.com,david884,645.53,T0003,TD
John,Garcia,michael.johnson@gmail.com,emily61,820.46,T1201,DJ
Sarah,Williams,john.johnson@yahoo.com,sarah831,666.51,T0003,SR
Sarah,Brown,emily.johnson@hotmail.com,john567,457.33,T2103,LI
Jane,Williams,sarah.brown@hotmail.com,jane334,852.7,T0800,ME
Jane,Brown,sarah.garcia@hotmail.com,jane334,349.22,T0800,LI
Michael,Jones,jane.johnson@hotmail.com,michael433,439.92,T0003,TV
Jane,Johnson,emily.williams@gmail.com,jane91,98.51,T1201,BD
Emily,Smith,michael.garcia@yahoo.com,jane601,687.99,T1107,NL
Jane,Brown,john.johnson@yahoo.com,john390,850.64,T1107,DK
Jane,Smith,david.smith@gmail.com,jane492,255.46,T1201,ML
Emily,Smith,david.jones@yahoo.com,michael761,296.08,T1107,PG
John,Jones,jane.williams@gmail.com,john927,144.5,T2103,GH
Michael,Jones,jane.johnson@hotmail.com,sarah653,71.29,T1201,UY
Michael,Brown,john.johnson@yahoo.com,emily0,980.6,T1201,TK
Emily,Jones,jane.williams@gmail.com,michael761,381.69,T2103,VC
Sarah,Williams,david.smith@gmail.com,emily202,555.71,T1107,GW
Sarah,Brown,sarah.williams@hotmail.com,jane346,685.29,T2103,EC
David,Jones,emily.jones@hotmail.com,emily278,351.29,T0006,TC
Emily,Garcia,jane.johnson@hotmail.com,michael732,568.77,T0800,CM
Michael,Smith,emily.johnson@gmail.com,michael976,76.5,T1107,TZ
Sarah,Brown,john.garcia@gmail.com,michael681,143.97,T2103,LK
David,Smith,sarah.smith@hotmail.com,emily92,913.07,T0006,KN
David,Smith,david.brown@yahoo.com,michael748,434.87,T0800,CY
Michael,Jones,michael.williams@hotmail.com,jane93,977.84,T0800,SK
David,Garcia,emily.smith@gmail.com,emily10,532.74,T1107,WF
Sarah,Smith,david.garcia@hotmail.com,david577,873.21,T1201,MH
Sarah,Brown,jane.garcia@hotmail.com,david130,531.86,T0800,GB
Emily,Jones,sarah.johnson@hotmail.com,john585,352.42,T1201,CI
Michael,Johnson,david.garcia@hotmail.com,sarah972,495.86,T1201,RW
Jane,Williams,john.johnson@gmail.com,michael367,88.41,T0003,RS
Michael,Brown,jane.smith@gmail.com,sarah723,271.05,T0006,VU
Michael,Johnson,emily.williams@yahoo.com,sarah268,469.11,T0006,DJ
Michael,Smith,david.johnson@gmail.com,sarah671,716.24,T0003,NF
Sarah,Johnson,david.johnson@hotmail.com,emily86,720.75,T2103,TV
Sarah,Brown,emily.jones@yahoo.com,david283,67.57,T1107,JM
Sarah,Smith,emily.williams@yahoo.com,john8,193.13,T1201,MD
Michael,Garcia,john.johnson@yahoo.com,emily554,860.46,T1107,NP
Michael,Williams,sarah.brown@gmail.com,michael777,230.95,T2103,IN
David,Brown,michael.johnson@yahoo.com,david742,633.04,T0800,TC
David,Brown,emily.williams@yahoo.com,jane25,852.3,T0800,BE
Emily,Garcia,sarah.brown@gmail.com,sarah128,76.84,T0800,PH
Jane,Williams,michael.williams@hotmail.com,jane816,659.86,T0800,GH
John,Johnson,michael.smith@yahoo.com,michael148,949.45,T1107,VE
David,Williams,emily.johnson@gmail.com,sarah919,20.54,T1107,BD
Sarah,Williams,john.johnson@gmail.com,david480,969.09,T0006,ML
Sarah,Williams,emily.garcia@yahoo.com,david204,665.79,T2103,PK
Emily,Garcia,john.johnson@gmail.com,david11,561.43,T0800,AM
Emily,Brown,david.jones@yahoo.com,john235,886.98,T0006,DE
Sarah,Williams,jane.johnson@gmail.com,john958,698.03,T2103,BH
Michael,Brown,jane.brown@yahoo.com,sarah305,239.59,T0003,FJ
David,Garcia,sarah.brown@hotmail.com,emily755,175.17,T1201,BN
Emily,Brown,jane.jones@gmail.com,michael29,949.3,T0003,NR
Jane,Williams,emily.johnson@gmail.com,emily785,428.16,T0006,FK
Emily,Jones,emily.garcia@hotmail.com,emily764,506.13,T2103,CA
Emily,Williams,michael.johnson@yahoo.com,john291,460.76,T1201,GR
Sarah,Jones,emily.garcia@gmail.com,jane212,492.34,T1201,SB
David,Smith,david.williams@yahoo.com,john773,616.56,T0006,CG
David,Williams,john.jones@gmail.com,david553,88.94,T2103,FM
Emily,Williams,jane.johnson@hotmail.com,emily555,624.87,T0006,MS
David,Smith,john.jones@hotmail.com,emily582,18.63,T1201,CC
Emily,Johnson,jane.williams@yahoo.com,michael103,476.93,T0003,SM
Michael,Garcia,jane.smith@yahoo.com,sarah961,122.27,T0003,GD
Sarah,Johnson,sarah.garcia@gmail.com,david298,962.51,T2103,MQ
Sarah,Johnson,john.brown@yahoo.com,david736,694.56,T0003,GT
John,Garcia,sarah.johnson@yahoo.com,john644,687.46,T1107,HU
David,Williams,emily.garcia@hotmail.com,jane678,197.95,T0003,VC
John,Brown,michael.brown@gmail.com,sarah905,826.7,T1201,EE
David,Garcia,michael.garcia@gmail.com,michael758,932.28,T0003,IQ
Emily,Garcia,david.jones@gmail.com,sarah186,625.57,T1107,WF
Sarah,Johnson,michael.williams@yahoo.com,jane744,751.21,T2103,BE
Emily,Williams,sarah.smith@hotmail.com,david502,245.92,T0006,PK
Jane,Jones,sarah.brown@gmail.com,john65,725.66,T1107,AF
John,Brown,emily.garcia@gmail.com,emily739,718.28,T1107,PA
Michael,Williams,sarah.williams@gmail.com,emily876,645.82,T1107,IO
Jane,Jones,jane.smith@yahoo.com,john521,705.63,T0006,MW
David,Williams,david.brown@yahoo.com,david955,680.18,T0800,VG
Jane,Jones,michael.johnson@hotmail.com,emily337,660.47,T1201,FM
Sarah,Brown,sarah.jones@hotmail.com,emily880,732.02,T0800,IR
David,Smith,emily.brown@yahoo.com,michael600,957.06,T2103,NE
David,Smith,michael.jones@gmail.com,sarah349,409.69,T1201,AU
Jane,Johnson,jane.jones@yahoo.com,emily678,344.16,T0800,KN
Emily,Williams,emily.brown@gmail.com,emily496,626.18,T1107,LT
Michael,Williams,jane.garcia@hotmail.com,michael839,194.93,T1201,TV
John,Smith,jane.brown@hotmail.com,jane557,50.48,T0006,FR
John,Johnson,jane.brown@yahoo.com,emily210,599.15,T0006,JP
Michael,Smith,david.williams@gmail.com,emily106,906.47,T0800,AZ
Jane,Brown,michael.johnson@yahoo.com,david984,212.35,T1107,AT
Jane,Brown,sarah.brown@hotmail.com,sarah756,600.63,T1107,GL
Jane,Smith,sarah.williams@hotmail.com,sarah146,414.96,T0006,CY
David,Jones,john.jones@hotmail.com,emily543,327.32,T2103,AZ
Sarah,Garcia,john.garcia@yahoo.com,michael868,149.62,T0006,RW
Emily,Johnson,michael.smith@gmail.com,sarah44,137.17,T1107,SE
Michael,Brown,sarah.garcia@hotmail.com,john651,55.12,T0006,KH
Sarah,Smith,michael.williams@yahoo.com,emily701,658.62,T0003,KP
David,Garcia,michael.garcia@gmail.com,david516,54.37,T1201,EC
Sarah,Smith,jane.williams@yahoo.com,john176,685.15,T2103,IL
Michael,Williams,david.williams@hotmail.com,john242,668.92,T1107,AU
Michael,Smith,michael.brown@gmail.com,michael802,18.05,T0006,VA
John,Brown,jane.brown@yahoo.com,michael753,951.63,T0003,AQ
David,Garcia,john.garcia@gmail.com,emily180,604.18,T1201,BI
Jane,Williams,michael.williams@hotmail.com,michael420,48.54,T1201,LS
Michael,Smith,john.johnson@yahoo.com,sarah590,21.5,T0003,BJ
Sarah,Williams,sarah.garcia@gmail.com,jane391,713.97,T0003,SS
Michael,Johnson,sarah.brown@hotmail.com,emily414,54.99,T1107,NE
Emily,Johnson,jane.williams@gmail.com,david178,814.86,T0800,KW
Jane,Williams,sarah.williams@hotmail.com,john331,125.58,T0003,GP
David,Jones,michael.smith@hotmail.com,john349,338.4,T0003,SL
